reactiveSite,EC1,EC2,EC3,EC4,EC5,EC6
18|18|18|18|19|27|28|44|44|69|,0,0,0,0,1,0
18|18|18|18|19|27|28|44|44|77|,0,0,0,0,1,0
18|18|18|18|19|28|28|28|37|44|,1,0,0,0,0,0
18|18|18|18|19|28|3|,0,0,0,0,0,1
18|18|18|18|19|28|44|,0,0,0,0,0,1
18|18|18|18|19|28|8|,0,0,0,0,0,1
18|18|18|18|20|20|22|26|26|26|27|28|28|29|29|29|,0,0,0,0,1,0
18|18|18|18|20|20|29|29|44|44|,1,0,0,0,0,0
18|18|18|18|20|26|28|29|29|37|37|44|44|,1,0,0,0,0,0
18|18|18|18|20|28|3|,0,0,0,0,0,1
18|18|18|18|20|28|44|,0,0,0,0,0,1
18|18|18|18|20|28|8|,0,0,0,0,0,1
18|18|18|18|22|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|18|18|22|26|28|28|29|44|44|,0,0,1,0,0,0
18|18|18|18|22|28|29|44|,0,0,0,0,1,0
18|18|18|18|25|26|26|28|28|28|29|29|44|44|44|,0,0,0,1,0,0
18|18|18|18|26|26|,1,0,0,0,0,0
18|18|18|18|26|26|26|26|26|26|,1,0,0,0,0,0
18|18|18|18|26|26|26|26|26|26|29|29|44|,1,0,0,0,0,0
18|18|18|18|26|26|26|28|28|,0,0,1,0,0,0
18|18|18|18|26|26|26|28|28|29|29|44|,0,0,0,1,0,0
18|18|18|18|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|18|18|26|26|28|28|29|,1,0,0,0,0,0
18|18|18|18|26|26|28|28|29|29|44|44|,0,0,0,0,1,0
18|18|18|18|26|26|28|28|29|44|44|,0,0,1,0,0,0
18|18|18|18|26|26|28|28|44|,0,0,1,0,0,0
18|18|18|18|26|26|29|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|29|29|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|29|42|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|29|43|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|29|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|42|42|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|42|43|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|42|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|43|43|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|43|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|29|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|42|42|42|,1,0,0,0,0,0
18|18|18|18|26|26|29|42|42|43|,1,0,0,0,0,0
18|18|18|18|26|26|29|42|42|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|42|43|43|,1,0,0,0,0,0
18|18|18|18|26|26|29|42|43|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|42|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|43|43|43|,1,0,0,0,0,0
18|18|18|18|26|26|29|43|43|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|43|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|29|44|,1,0,0,0,0,0
18|18|18|18|26|26|29|67|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|42|42|42|42|,1,0,0,0,0,0
18|18|18|18|26|26|42|42|42|43|,1,0,0,0,0,0
18|18|18|18|26|26|42|42|42|67|,1,0,0,0,0,0
18|18|18|18|26|26|42|42|43|43|,1,0,0,0,0,0
18|18|18|18|26|26|42|42|43|67|,1,0,0,0,0,0
18|18|18|18|26|26|42|42|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|42|43|43|43|,1,0,0,0,0,0
18|18|18|18|26|26|42|43|43|67|,1,0,0,0,0,0
18|18|18|18|26|26|42|43|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|42|67|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|43|43|43|43|,1,0,0,0,0,0
18|18|18|18|26|26|43|43|43|67|,1,0,0,0,0,0
18|18|18|18|26|26|43|43|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|43|67|67|67|,1,0,0,0,0,0
18|18|18|18|26|26|67|67|67|67|,1,0,0,0,0,0
18|18|18|18|26|27|28|44|44|66|,0,0,0,0,1,0
18|18|18|18|26|27|28|44|44|69|,0,0,0,0,1,0
18|18|18|18|26|27|28|44|44|77|,0,0,0,0,1,0
18|18|18|18|26|28|28|28|31|44|,1,0,0,0,0,0
18|18|18|18|26|28|28|29|37|,1,0,0,0,0,0
18|18|18|18|26|28|29|42|44|44|,0,0,0,0,1,0
18|18|18|18|26|28|29|43|44|44|,0,0,0,0,1,0
18|18|18|18|26|28|29|44|,0,0,0,0,1,0
18|18|18|18|26|28|29|44|44|67|,0,0,0,0,1,0
18|18|18|18|26|29|37|,1,0,0,0,0,0
18|18|18|18|26|29|37|44|,1,0,0,0,0,0
18|18|18|18|27|28|44|66|,0,0,0,0,1,0
18|18|18|18|27|28|44|69|,0,0,0,0,1,0
18|18|18|18|27|28|44|77|,0,0,0,0,1,0
18|18|18|18|28|28|,1,0,0,0,0,0
18|18|18|18|28|28|28|31|37|44|,1,0,0,0,0,0
18|18|18|18|28|28|29|29|44|44|,1,0,0,0,0,0
18|18|18|18|28|28|29|37|37|,1,0,0,0,0,0
18|18|18|18|28|28|29|3|3|44|,0,0,0,1,0,0
18|18|18|18|28|28|29|3|44|44|,0,0,0,1,0,0
18|18|18|18|28|28|29|3|4|44|,0,0,0,1,0,0
18|18|18|18|28|29|42|44|,0,0,0,0,1,0
18|18|18|18|28|29|43|44|,0,0,0,0,1,0
18|18|18|18|28|29|44|67|,0,0,0,0,1,0
18|18|18|18|29|29|29|37|44|44|44|,1,0,0,0,0,0
18|18|18|18|29|29|29|44|44|44|9|,1,0,0,0,0,0
18|18|18|18|29|29|44|44|,1,0,0,0,0,0
18|18|18|18|29|29|44|44|44|62|,1,0,0,0,0,0
18|18|18|18|29|29|44|44|44|66|,1,0,0,0,0,0
18|18|18|18|29|37|37|,1,0,0,0,0,0
18|18|18|18|29|37|37|44|,1,0,0,0,0,0
18|18|18|18|31|,1,0,0,0,0,0
18|18|18|18|34|,1,0,0,0,0,0
18|18|18|18|39|,1,0,0,0,0,0
18|18|18|19|19|19|19|25|25|25|25|26|26|26|3|44|,0,0,0,0,1,0
18|18|18|19|19|22|27|29|44|44|,0,0,0,1,0,0
18|18|18|19|19|26|28|31|31|34|37|44|,0,0,0,0,0,1
18|18|18|19|19|27|28|29|44|,0,0,0,1,0,0
18|18|18|19|19|28|29|29|44|,0,0,0,1,0,0
18|18|18|19|19|31|31|31|37|44|44|,0,0,0,0,0,1
18|18|18|19|20|20|26|26|26|26|28|28|28|29|29|29|,0,0,0,0,1,0
18|18|18|19|20|22|27|29|44|44|,0,0,0,1,0,0
18|18|18|19|20|26|26|28|29|44|44|,1,0,0,0,0,0
18|18|18|19|20|27|28|29|44|,0,0,0,1,0,0
18|18|18|19|20|27|28|44|,0,0,0,0,1,0
18|18|18|19|20|28|29|29|44|,0,0,0,1,0,0
18|18|18|19|22|25|27|29|44|44|,0,0,0,1,0,0
18|18|18|19|22|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|18|19|25|26|26|29|,0,1,0,0,0,0
18|18|18|19|26|26|26|28|28|,0,0,1,0,0,0
18|18|18|19|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|18|19|26|26|28|28|28|29|44|,1,0,0,0,0,0
18|18|18|19|26|26|28|28|28|44|,1,0,0,0,0,0
18|18|18|19|26|27|28|44|44|66|,0,0,0,0,1,0
18|18|18|19|26|27|28|44|44|69|,0,0,0,0,1,0
18|18|18|19|26|27|28|44|44|77|,0,0,0,0,1,0
18|18|18|19|26|28|28|28|37|44|,1,0,0,0,0,0
18|18|18|19|26|28|3|,0,0,0,0,0,1
18|18|18|19|26|28|44|,0,0,0,0,0,1
18|18|18|19|26|28|8|,0,0,0,0,0,1
18|18|18|19|27|28|,1,0,0,0,0,0
18|18|18|19|28|,1,0,0,0,0,0
18|18|18|19|28|28|28|37|37|44|,1,0,0,0,0,0
18|18|18|19|28|28|29|29|8|,0,1,0,0,0,0
18|18|18|19|28|28|29|3|8|,0,1,0,0,0,0
18|18|18|19|28|28|29|44|8|,0,1,0,0,0,0
18|18|18|19|28|29|,0,0,1,0,0,0
18|18|18|19|28|3|44|,0,0,0,0,0,1
18|18|18|19|28|44|,0,0,0,1,1,0
18|18|18|19|28|44|44|,0,0,0,0,0,1
18|18|18|19|28|44|8|,0,0,0,0,0,1
18|18|18|20|20|26|29|29|44|44|,1,0,0,0,0,0
18|18|18|20|20|27|28|29|44|,0,0,0,1,0,0
18|18|18|20|20|28|29|29|44|,0,0,0,1,0,0
18|18|18|20|22|25|27|29|44|44|,0,0,0,1,0,0
18|18|18|20|25|27|28|44|,0,0,0,0,1,0
18|18|18|20|26|26|26|26|26|26|27|28|29|29|44|,1,0,0,0,0,0
18|18|18|20|26|26|27|28|29|29|44|44|,0,0,0,0,1,0
18|18|18|20|26|28|3|,0,0,0,0,0,1
18|18|18|20|26|28|44|,0,0,0,0,0,1
18|18|18|20|26|28|8|,0,0,0,0,0,1
18|18|18|20|27|28|44|66|,0,0,0,0,1,0
18|18|18|20|27|28|44|69|,0,0,0,0,1,0
18|18|18|20|27|28|44|77|,0,0,0,0,1,0
18|18|18|20|28|29|42|44|,0,0,0,0,1,0
18|18|18|20|28|29|43|44|,0,0,0,0,1,0
18|18|18|20|28|29|44|67|,0,0,0,0,1,0
18|18|18|22|,1,0,0,1,0,0
18|18|18|22|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|18|22|26|26|28|28|29|44|44|,0,0,1,0,0,0
18|18|18|22|26|28|29|44|,0,0,0,0,1,0
18|18|18|22|27|,1,0,0,0,0,0
18|18|18|25|28|28|29|29|8|,0,1,0,0,0,0
18|18|18|25|28|28|29|3|8|,0,1,0,0,0,0
18|18|18|25|28|28|29|44|8|,0,1,0,0,0,0
18|18|18|25|28|3|44|,0,0,0,0,0,1
18|18|18|25|28|44|,0,0,0,1,1,0
18|18|18|25|28|44|44|,0,0,0,0,0,1
18|18|18|25|28|44|8|,0,0,0,0,0,1
18|18|18|26|,1,0,0,1,0,0
18|18|18|26|26|26|,1,0,0,0,0,0
18|18|18|26|26|26|26|26|26|26|,1,0,0,0,0,0
18|18|18|26|26|26|26|28|28|,0,0,1,0,0,0
18|18|18|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|18|26|26|26|28|28|29|,1,0,0,0,0,0
18|18|18|26|26|26|28|28|29|44|44|,0,0,1,0,0,0
18|18|18|26|26|26|28|28|44|,0,0,1,0,0,0
18|18|18|26|26|26|29|,1,0,0,0,0,0
18|18|18|26|26|26|29|29|44|,1,0,0,0,0,0
18|18|18|26|26|26|29|44|,1,0,0,0,0,0
18|18|18|26|26|27|28|44|44|66|,0,0,0,0,1,0
18|18|18|26|26|27|28|44|44|69|,0,0,0,0,1,0
18|18|18|26|26|27|28|44|44|77|,0,0,0,0,1,0
18|18|18|26|26|28|28|28|31|44|,1,0,0,0,0,0
18|18|18|26|26|28|28|29|37|,1,0,0,0,0,0
18|18|18|26|26|28|29|42|44|44|,0,0,0,0,1,0
18|18|18|26|26|28|29|43|44|44|,0,0,0,0,1,0
18|18|18|26|26|28|29|44|,0,0,0,0,1,0
18|18|18|26|26|28|29|44|44|67|,0,0,0,0,1,0
18|18|18|26|26|29|37|,1,0,0,0,0,0
18|18|18|26|26|29|37|44|,1,0,0,0,0,0
18|18|18|26|27|28|44|66|,0,0,0,0,1,0
18|18|18|26|27|28|44|69|,0,0,0,0,1,0
18|18|18|26|27|28|44|77|,0,0,0,0,1,0
18|18|18|26|28|28|28|31|37|44|,1,0,0,0,0,0
18|18|18|26|28|28|29|29|44|9|,0,0,1,0,0,0
18|18|18|26|28|28|29|37|37|,1,0,0,0,0,0
18|18|18|26|28|28|29|3|3|44|,0,0,0,1,0,0
18|18|18|26|28|28|29|3|44|44|,0,0,0,1,0,0
18|18|18|26|28|28|29|3|4|44|,0,0,0,1,0,0
18|18|18|26|28|28|29|44|66|,0,0,1,0,0,0
18|18|18|26|28|28|29|44|69|,0,0,1,0,0,0
18|18|18|26|28|28|29|44|77|,0,0,1,0,0,0
18|18|18|26|28|29|42|44|,0,0,0,0,1,0
18|18|18|26|28|29|43|44|,0,0,0,0,1,0
18|18|18|26|28|29|44|67|,0,0,0,0,1,0
18|18|18|26|28|38|44|,1,0,0,0,0,0
18|18|18|26|28|44|7|,1,0,0,0,0,0
18|18|18|26|29|29|29|37|44|44|44|,1,0,0,0,0,0
18|18|18|26|29|29|29|44|44|44|9|,1,0,0,0,0,0
18|18|18|26|29|29|44|44|44|62|,1,0,0,0,0,0
18|18|18|26|29|29|44|44|44|66|,1,0,0,0,0,0
18|18|18|26|29|37|37|,1,0,0,0,0,0
18|18|18|26|29|37|37|44|,1,0,0,0,0,0
18|18|18|26|31|,1,0,0,1,0,0
18|18|18|26|34|,1,0,0,0,0,0
18|18|18|26|39|,1,0,0,0,0,0
18|18|18|26|39|44|,1,0,0,0,0,0
18|18|18|26|43|44|,1,0,0,0,0,0
18|18|18|28|,1,0,0,0,0,0
18|18|18|28|28|28|31|37|37|44|,1,0,0,0,0,0
18|18|18|28|28|29|29|44|8|,0,1,0,0,0,0
18|18|18|28|28|29|29|46|8|,0,1,0,0,0,0
18|18|18|28|28|29|37|37|37|,1,0,0,0,0,0
18|18|18|28|28|29|3|44|8|,0,1,0,0,0,0
18|18|18|28|28|29|3|46|8|,0,1,0,0,0,0
18|18|18|28|28|29|44|44|8|,0,1,0,0,0,0
18|18|18|28|28|29|44|46|8|,0,1,0,0,0,0
18|18|18|28|29|3|3|31|44|,1,0,0,0,0,0
18|18|18|28|3|,0,0,0,1,0,0
18|18|18|28|3|3|31|31|44|44|5|5|,1,0,0,0,0,0
18|18|18|28|3|3|44|,0,0,0,1,0,0
18|18|18|28|3|44|44|,0,0,0,1,0,0
18|18|18|28|3|4|44|,0,0,0,1,0,0
18|18|18|28|44|,0,0,0,1,0,0
18|18|18|28|4|,0,0,0,1,0,0
18|18|18|29|37|37|37|,1,0,0,0,0,0
18|18|18|29|37|37|37|44|,1,0,0,0,0,0
18|18|18|29|3|3|44|,0,0,0,1,0,0
18|18|18|29|3|44|44|,0,0,0,1,0,0
18|18|18|29|3|4|44|,0,0,0,1,0,0
18|18|18|29|44|,0,0,0,1,0,0
18|18|18|31|37|44|5|,1,0,0,0,0,0
18|18|18|32|,1,0,0,0,0,0
18|18|18|36|,1,0,0,0,0,0
18|18|18|37|,1,0,0,0,0,0
18|18|19|19|19|19|19|26|26|27|41|44|,0,0,0,1,0,0
18|18|19|19|19|19|20|25|25|25|44|,0,0,0,0,1,0
18|18|19|19|19|19|25|26|26|27|41|44|,0,0,0,1,0,0
18|18|19|19|19|19|26|26|27|41|44|44|,0,0,0,1,0,0
18|18|19|19|19|20|25|25|25|26|44|,0,0,0,0,1,0
18|18|19|19|19|22|27|29|44|44|,0,0,0,1,0,0
18|18|19|19|19|25|25|25|26|26|44|,0,0,0,0,1,0
18|18|19|19|19|25|25|26|26|27|27|27|29|41|41|44|,0,1,0,0,0,0
18|18|19|19|19|25|25|26|26|27|41|44|,0,0,0,1,0,0
18|18|19|19|19|25|25|26|26|44|,0,1,0,0,0,0
18|18|19|19|19|25|26|26|27|41|44|44|,0,0,0,1,0,0
18|18|19|19|20|22|27|29|44|44|,0,0,0,1,0,0
18|18|19|19|22|25|27|29|44|44|,0,0,0,1,0,0
18|18|19|19|22|26|27|29|44|44|,0,0,0,1,0,0
18|18|19|19|25|25|25|26|26|26|44|,0,0,0,0,1,0
18|18|19|19|25|26|27|27|28|29|29|41|41|44|,0,1,0,0,0,0
18|18|19|19|25|26|27|28|,0,1,0,0,0,0
18|18|19|19|26|27|28|29|44|,0,0,0,1,0,0
18|18|19|19|26|28|29|29|44|,0,0,0,1,0,0
18|18|19|19|27|28|,1,0,0,0,0,0
18|18|19|19|27|29|3|44|,0,1,0,0,0,0
18|18|19|19|27|29|41|44|,0,1,0,0,0,0
18|18|19|19|28|,1,0,0,0,0,0
18|18|19|19|28|28|29|29|8|,0,1,0,0,0,0
18|18|19|19|28|28|29|3|8|,0,1,0,0,0,0
18|18|19|19|28|28|29|44|8|,0,1,0,0,0,0
18|18|19|19|28|28|39|44|44|44|44|,0,0,0,1,0,0
18|18|19|19|28|44|44|47|,0,0,0,1,0,0
18|18|19|19|29|44|44|,1,0,0,0,0,0
18|18|19|19|44|,0,0,0,0,1,0
18|18|19|19|44|44|,1,0,0,0,0,0
18|18|19|20|20|22|27|29|44|44|,0,0,0,1,0,0
18|18|19|20|22|25|27|29|44|44|,0,0,0,1,0,0
18|18|19|20|22|26|27|29|44|44|,0,0,0,1,0,0
18|18|19|20|25|28|28|29|29|3|44|44|,1,0,0,0,0,0
18|18|19|20|26|26|26|28|29|44|44|,1,0,0,0,0,0
18|18|19|20|26|27|28|29|44|,0,0,0,1,0,0
18|18|19|20|26|27|28|44|,0,0,0,0,1,0
18|18|19|20|26|28|29|29|44|,0,0,0,1,0,0
18|18|19|20|28|28|29|29|3|44|44|44|,1,0,0,0,0,0
18|18|19|20|29|44|,0,0,0,1,0,0
18|18|19|20|44|,0,0,0,0,1,0
18|18|19|22|25|26|27|29|44|44|,0,0,0,1,0,0
18|18|19|22|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|19|22|27|28|29|41|44|,0,1,0,0,0,0
18|18|19|22|28|29|29|44|,0,0,1,0,0,0
18|18|19|22|28|44|,0,0,0,0,1,0
18|18|19|25|26|26|26|27|27|29|29|41|41|44|,0,1,0,0,0,0
18|18|19|25|27|28|28|41|44|,0,1,0,0,0,0
18|18|19|25|28|28|29|29|8|,0,1,0,0,0,0
18|18|19|25|28|28|29|3|8|,0,1,0,0,0,0
18|18|19|25|28|28|29|44|8|,0,1,0,0,0,0
18|18|19|25|28|44|44|47|,0,0,0,1,0,0
18|18|19|25|44|,0,0,0,0,1,0
18|18|19|25|44|44|,1,0,0,0,0,0
18|18|19|26|26|26|26|28|28|,0,0,1,0,0,0
18|18|19|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|19|26|26|27|28|44|44|66|,0,0,0,0,1,0
18|18|19|26|26|27|28|44|44|69|,0,0,0,0,1,0
18|18|19|26|26|27|28|44|44|77|,0,0,0,0,1,0
18|18|19|26|26|28|3|,0,0,0,0,0,1
18|18|19|26|26|28|44|,0,0,0,0,0,1
18|18|19|26|26|28|8|,0,0,0,0,0,1
18|18|19|26|28|28|29|29|8|,0,1,0,0,0,0
18|18|19|26|28|28|29|3|8|,0,1,0,0,0,0
18|18|19|26|28|28|29|44|8|,0,1,0,0,0,0
18|18|19|26|28|29|,0,0,1,0,0,0
18|18|19|26|28|29|29|44|,0,0,1,0,0,0
18|18|19|26|28|29|3|44|44|5|,0,0,0,0,1,0
18|18|19|26|28|29|3|4|44|44|,0,0,0,0,1,0
18|18|19|26|28|31|37|44|,0,0,0,1,0,0
18|18|19|26|28|3|44|,0,0,0,0,0,1
18|18|19|26|28|44|,0,0,0,1,1,0
18|18|19|26|28|44|44|,0,0,0,0,0,1
18|18|19|26|28|44|8|,0,0,0,0,0,1
18|18|19|27|27|,1,0,0,0,0,0
18|18|19|27|29|,0,0,0,0,1,0
18|18|19|27|29|3|41|44|,0,1,0,0,0,0
18|18|19|27|29|41|41|44|,0,1,0,0,0,0
18|18|19|28|28|29|29|,0,0,1,0,0,0
18|18|19|28|28|29|29|29|44|,0,0,1,0,0,0
18|18|19|28|28|29|29|3|44|,0,0,1,0,0,0
18|18|19|28|28|29|29|44|44|,0,0,1,0,0,0
18|18|19|28|28|29|29|44|46|,0,0,1,0,0,0
18|18|19|28|28|29|29|44|8|,0,1,0,0,0,0
18|18|19|28|28|29|29|46|8|,0,1,0,0,0,0
18|18|19|28|28|29|3|,0,0,1,0,0,0
18|18|19|28|28|29|3|39|,0,0,0,0,0,1
18|18|19|28|28|29|3|3|44|,0,0,1,0,0,0
18|18|19|28|28|29|3|44|,0,0,0,1,0,0
18|18|19|28|28|29|3|44|44|,0,0,1,0,0,0
18|18|19|28|28|29|3|44|46|,0,0,1,0,0,0
18|18|19|28|28|29|3|44|8|,0,1,0,0,0,0
18|18|19|28|28|29|3|46|8|,0,1,0,0,0,0
18|18|19|28|28|29|44|,1,0,1,1,0,0
18|18|19|28|28|29|44|44|,0,0,0,1,0,0
18|18|19|28|28|29|44|44|44|,0,0,1,0,0,0
18|18|19|28|28|29|44|44|44|7|,1,0,0,0,0,0
18|18|19|28|28|29|44|44|46|,0,0,1,0,0,0
18|18|19|28|28|29|44|44|8|,0,1,0,0,0,0
18|18|19|28|28|29|44|46|46|,0,0,1,0,0,0
18|18|19|28|28|29|44|46|8|,0,1,0,0,0,0
18|18|19|28|28|29|46|,0,0,1,0,0,0
18|18|19|28|28|29|4|44|,0,0,0,1,0,0
18|18|19|28|28|3|3|,0,0,1,0,0,0
18|18|19|28|28|3|44|,0,1,1,0,0,0
18|18|19|28|28|3|44|44|8|,0,1,0,0,0,0
18|18|19|28|28|3|44|8|8|,0,1,0,0,0,0
18|18|19|28|28|3|46|,0,0,1,0,0,0
18|18|19|28|28|3|8|,0,1,0,0,0,0
18|18|19|28|28|44|44|,0,1,1,0,0,0
18|18|19|28|28|44|44|44|8|,0,1,0,0,0,0
18|18|19|28|28|44|44|8|8|,0,1,0,0,0,0
18|18|19|28|28|44|46|,0,0,1,0,0,0
18|18|19|28|28|44|8|,0,1,0,0,0,0
18|18|19|28|28|46|46|,0,0,1,0,0,0
18|18|19|28|29|44|,0,0,0,1,0,0
18|18|19|28|3|,0,0,0,0,0,1
18|18|19|28|3|3|3|31|44|44|44|,0,1,0,0,0,0
18|18|19|28|3|3|3|3|31|44|44|,0,1,0,0,0,0
18|18|19|28|44|,0,0,0,0,0,1
18|18|19|28|44|44|47|,0,0,0,1,0,0
18|18|19|28|44|44|66|,0,0,0,1,0,0
18|18|19|28|44|8|,0,0,0,1,0,0
18|18|19|28|8|,0,0,0,0,0,1
18|18|19|29|31|44|,0,0,0,1,0,0
18|18|19|29|44|,0,1,0,1,0,0
18|18|19|37|44|44|8|,0,1,0,0,0,0
18|18|19|3|37|44|8|,0,1,0,0,0,0
18|18|19|3|8|,0,1,0,0,0,0
18|18|19|44|44|,0,0,0,0,1,0
18|18|19|44|44|72|,0,0,0,1,0,0
18|18|20|20|22|25|27|29|44|44|,0,0,0,1,0,0
18|18|20|20|26|26|29|29|44|44|,1,0,0,0,0,0
18|18|20|20|26|27|28|29|44|,0,0,0,1,0,0
18|18|20|20|26|28|29|29|44|,0,0,0,1,0,0
18|18|20|22|25|26|27|29|44|44|,0,0,0,1,0,0
18|18|20|25|25|28|28|29|29|3|44|44|,1,0,0,0,0,0
18|18|20|25|26|27|28|44|,0,0,0,0,1,0
18|18|20|25|28|28|29|29|3|44|44|44|,1,0,0,0,0,0
18|18|20|25|44|,0,0,0,0,1,0
18|18|20|26|26|28|3|,0,0,0,0,0,1
18|18|20|26|26|28|44|,0,0,0,0,0,1
18|18|20|26|26|28|8|,0,0,0,0,0,1
18|18|20|26|27|28|44|66|,0,0,0,0,1,0
18|18|20|26|27|28|44|69|,0,0,0,0,1,0
18|18|20|26|27|28|44|77|,0,0,0,0,1,0
18|18|20|26|28|29|42|44|,0,0,0,0,1,0
18|18|20|26|28|29|43|44|,0,0,0,0,1,0
18|18|20|26|28|29|44|67|,0,0,0,0,1,0
18|18|20|27|29|,0,0,0,0,1,0
18|18|20|28|28|29|29|,0,0,1,0,0,0
18|18|20|28|28|29|3|,0,0,1,0,0,0
18|18|20|28|28|29|3|44|,0,0,0,1,0,0
18|18|20|28|28|29|44|,1,0,1,0,0,0
18|18|20|28|28|29|44|44|,0,0,0,1,0,0
18|18|20|28|28|29|46|,0,0,1,0,0,0
18|18|20|28|28|29|4|44|,0,0,0,1,0,0
18|18|20|28|28|3|3|,0,0,1,0,0,0
18|18|20|28|28|3|44|,0,0,1,0,0,0
18|18|20|28|28|3|46|,0,0,1,0,0,0
18|18|20|28|28|44|44|,0,0,1,0,0,0
18|18|20|28|28|44|46|,0,0,1,0,0,0
18|18|20|28|28|46|46|,0,0,1,0,0,0
18|18|20|29|29|3|3|37|37|44|5|5|,1,0,0,0,0,0
18|18|20|29|44|,0,0,0,1,0,0
18|18|22|22|,1,0,0,1,0,0
18|18|22|26|,1,0,0,1,0,0
18|18|22|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|18|22|26|26|26|28|28|29|44|44|,0,0,1,0,0,0
18|18|22|26|26|28|29|44|,0,0,0,0,1,0
18|18|22|26|27|,1,0,0,0,0,0
18|18|22|28|,1,0,0,0,0,0
18|18|22|28|3|,0,0,0,1,0,0
18|18|22|28|44|,0,0,0,1,0,0
18|18|22|28|4|,0,0,0,1,0,0
18|18|22|32|,1,0,0,0,0,0
18|18|22|36|,1,0,0,0,0,0
18|18|22|37|,1,0,0,0,0,0
18|18|24|29|44|,0,0,0,1,0,0
18|18|25|25|28|28|29|29|8|,0,1,0,0,0,0
18|18|25|25|28|28|29|3|8|,0,1,0,0,0,0
18|18|25|25|28|28|29|44|8|,0,1,0,0,0,0
18|18|25|25|44|,0,0,0,0,1,0
18|18|25|26|26|26|26|28|28|3|3|44|44|,0,0,0,1,0,0
18|18|25|26|26|26|26|28|28|3|44|44|44|,0,0,0,1,0,0
18|18|25|26|26|26|26|28|28|3|4|44|44|,0,0,0,1,0,0
18|18|25|26|26|26|26|28|28|4|44|44|44|,0,0,0,1,0,0
18|18|25|26|28|28|29|29|8|,0,1,0,0,0,0
18|18|25|26|28|28|29|3|8|,0,1,0,0,0,0
18|18|25|26|28|28|29|44|8|,0,1,0,0,0,0
18|18|25|26|28|3|44|,0,0,0,0,0,1
18|18|25|26|28|44|,0,0,0,1,1,0
18|18|25|26|28|44|44|,0,0,0,0,0,1
18|18|25|26|28|44|8|,0,0,0,0,0,1
18|18|25|27|29|44|44|,1,0,0,0,0,0
18|18|25|28|28|29|29|29|44|,0,0,1,0,0,0
18|18|25|28|28|29|29|3|44|,0,0,1,0,0,0
18|18|25|28|28|29|29|44|44|,0,0,1,0,0,0
18|18|25|28|28|29|29|44|46|,0,0,1,0,0,0
18|18|25|28|28|29|29|44|8|,0,1,0,0,0,0
18|18|25|28|28|29|29|46|8|,0,1,0,0,0,0
18|18|25|28|28|29|3|3|44|,0,0,1,0,0,0
18|18|25|28|28|29|3|44|44|,0,0,1,0,0,0
18|18|25|28|28|29|3|44|46|,0,0,1,0,0,0
18|18|25|28|28|29|3|44|8|,0,1,0,0,0,0
18|18|25|28|28|29|3|46|8|,0,1,0,0,0,0
18|18|25|28|28|29|44|,1,0,0,0,0,0
18|18|25|28|28|29|44|44|44|,0,0,1,0,0,0
18|18|25|28|28|29|44|44|46|,0,0,1,0,0,0
18|18|25|28|28|29|44|44|8|,0,1,0,0,0,0
18|18|25|28|28|29|44|46|46|,0,0,1,0,0,0
18|18|25|28|28|29|44|46|8|,0,1,0,0,0,0
18|18|25|28|28|3|3|44|8|,0,1,0,0,0,0
18|18|25|28|28|3|44|44|8|,0,1,0,0,0,0
18|18|25|28|28|3|44|8|8|,0,1,0,0,0,0
18|18|25|28|28|44|44|44|8|,0,1,0,0,0,0
18|18|25|28|28|44|44|8|8|,0,1,0,0,0,0
18|18|25|28|29|44|,0,0,0,1,0,0
18|18|25|28|29|44|44|,0,1,0,0,0,0
18|18|25|28|3|3|3|31|44|44|44|,0,1,0,0,0,0
18|18|25|28|3|3|3|3|31|44|44|,0,1,0,0,0,0
18|18|25|28|3|3|44|8|,0,1,0,0,0,0
